PA_ID,Level,Garden,Activity,Learning_Objective,Expected_Evidence
PA-465,SSS 1-3,Sensor & Monitoring Garden,MODEL - Sensor & Monitoring Garden,"Guide students to model a research or engineering investigation of accuracy, precision, calibration and monitoring-network design and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-466,SSS 1-3,Sensor & Monitoring Garden,VALIDATE - Sensor & Monitoring Garden,"Guide students to validate a research or engineering investigation of accuracy, precision, calibration and monitoring-network design and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-467,SSS 1-3,Sensor & Monitoring Garden,EVALUATE - Sensor & Monitoring Garden,"Guide students to evaluate a research or engineering investigation of accuracy, precision, calibration and monitoring-network design and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-468,SSS 1-3,Sensor & Monitoring Garden,OPTIMIZE - Sensor & Monitoring Garden,"Guide students to optimize a research or engineering investigation of accuracy, precision, calibration and monitoring-network design and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-469,SSS 1-3,Sensor & Monitoring Garden,STRESS-TEST - Sensor & Monitoring Garden,"Guide students to stress-test a research or engineering investigation of accuracy, precision, calibration and monitoring-network design and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-470,SSS 1-3,Sensor & Monitoring Garden,RECOMMEND - Sensor & Monitoring Garden,"Guide students to recommend a research or engineering investigation of accuracy, precision, calibration and monitoring-network design and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-471,SSS 1-3,Smart Irrigation Demonstrator,FRAME - Smart Irrigation Demonstrator,"Guide students to frame a research or engineering investigation of thresholds, hysteresis, feedback and adaptive control and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-472,SSS 1-3,Smart Irrigation Demonstrator,DESIGN - Smart Irrigation Demonstrator,"Guide students to design a research or engineering investigation of thresholds, hysteresis, feedback and adaptive control and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-473,SSS 1-3,Smart Irrigation Demonstrator,INSTRUMENT - Smart Irrigation Demonstrator,"Guide students to instrument a research or engineering investigation of thresholds, hysteresis, feedback and adaptive control and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-474,SSS 1-3,Smart Irrigation Demonstrator,CALIBRATE - Smart Irrigation Demonstrator,"Guide students to calibrate a research or engineering investigation of thresholds, hysteresis, feedback and adaptive control and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-475,SSS 1-3,Smart Irrigation Demonstrator,MODEL - Smart Irrigation Demonstrator,"Guide students to model a research or engineering investigation of thresholds, hysteresis, feedback and adaptive control and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-476,SSS 1-3,Smart Irrigation Demonstrator,VALIDATE - Smart Irrigation Demonstrator,"Guide students to validate a research or engineering investigation of thresholds, hysteresis, feedback and adaptive control and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-477,SSS 1-3,Smart Irrigation Demonstrator,EVALUATE - Smart Irrigation Demonstrator,"Guide students to evaluate a research or engineering investigation of thresholds, hysteresis, feedback and adaptive control and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-478,SSS 1-3,Smart Irrigation Demonstrator,OPTIMIZE - Smart Irrigation Demonstrator,"Guide students to optimize a research or engineering investigation of thresholds, hysteresis, feedback and adaptive control and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-479,SSS 1-3,Smart Irrigation Demonstrator,STRESS-TEST - Smart Irrigation Demonstrator,"Guide students to stress-test a research or engineering investigation of thresholds, hysteresis, feedback and adaptive control and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-480,SSS 1-3,Smart Irrigation Demonstrator,RECOMMEND - Smart Irrigation Demonstrator,"Guide students to recommend a research or engineering investigation of thresholds, hysteresis, feedback and adaptive control and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-481,SSS 1-3,Research & Design Garden,FRAME - Research & Design Garden,"Guide students to frame a research or engineering investigation of requirements, concept selection, prototyping and testing and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-482,SSS 1-3,Research & Design Garden,DESIGN - Research & Design Garden,"Guide students to design a research or engineering investigation of requirements, concept selection, prototyping and testing and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-483,SSS 1-3,Research & Design Garden,INSTRUMENT - Research & Design Garden,"Guide students to instrument a research or engineering investigation of requirements, concept selection, prototyping and testing and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-484,SSS 1-3,Research & Design Garden,CALIBRATE - Research & Design Garden,"Guide students to calibrate a research or engineering investigation of requirements, concept selection, prototyping and testing and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-485,SSS 1-3,Research & Design Garden,MODEL - Research & Design Garden,"Guide students to model a research or engineering investigation of requirements, concept selection, prototyping and testing and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-486,SSS 1-3,Research & Design Garden,VALIDATE - Research & Design Garden,"Guide students to validate a research or engineering investigation of requirements, concept selection, prototyping and testing and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-487,SSS 1-3,Research & Design Garden,EVALUATE - Research & Design Garden,"Guide students to evaluate a research or engineering investigation of requirements, concept selection, prototyping and testing and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-488,SSS 1-3,Research & Design Garden,OPTIMIZE - Research & Design Garden,"Guide students to optimize a research or engineering investigation of requirements, concept selection, prototyping and testing and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-489,SSS 1-3,Research & Design Garden,STRESS-TEST - Research & Design Garden,"Guide students to stress-test a research or engineering investigation of requirements, concept selection, prototyping and testing and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-490,SSS 1-3,Research & Design Garden,RECOMMEND - Research & Design Garden,"Guide students to recommend a research or engineering investigation of requirements, concept selection, prototyping and testing and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-491,SSS 1-3,Integrated Food Systems Laboratory,FRAME - Integrated Food Systems Laboratory,"Guide students to frame a research or engineering investigation of system boundaries, balances, mismatches, cascades and scenarios and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-492,SSS 1-3,Integrated Food Systems Laboratory,DESIGN - Integrated Food Systems Laboratory,"Guide students to design a research or engineering investigation of system boundaries, balances, mismatches, cascades and scenarios and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-493,SSS 1-3,Integrated Food Systems Laboratory,INSTRUMENT - Integrated Food Systems Laboratory,"Guide students to instrument a research or engineering investigation of system boundaries, balances, mismatches, cascades and scenarios and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-494,SSS 1-3,Integrated Food Systems Laboratory,CALIBRATE - Integrated Food Systems Laboratory,"Guide students to calibrate a research or engineering investigation of system boundaries, balances, mismatches, cascades and scenarios and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-495,SSS 1-3,Integrated Food Systems Laboratory,MODEL - Integrated Food Systems Laboratory,"Guide students to model a research or engineering investigation of system boundaries, balances, mismatches, cascades and scenarios and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-496,SSS 1-3,Integrated Food Systems Laboratory,VALIDATE - Integrated Food Systems Laboratory,"Guide students to validate a research or engineering investigation of system boundaries, balances, mismatches, cascades and scenarios and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-497,SSS 1-3,Integrated Food Systems Laboratory,EVALUATE - Integrated Food Systems Laboratory,"Guide students to evaluate a research or engineering investigation of system boundaries, balances, mismatches, cascades and scenarios and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-498,SSS 1-3,Integrated Food Systems Laboratory,OPTIMIZE - Integrated Food Systems Laboratory,"Guide students to optimize a research or engineering investigation of system boundaries, balances, mismatches, cascades and scenarios and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-499,SSS 1-3,Integrated Food Systems Laboratory,STRESS-TEST - Integrated Food Systems Laboratory,"Guide students to stress-test a research or engineering investigation of system boundaries, balances, mismatches, cascades and scenarios and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
PA-500,SSS 1-3,Integrated Food Systems Laboratory,RECOMMEND - Integrated Food Systems Laboratory,"Guide students to recommend a research or engineering investigation of system boundaries, balances, mismatches, cascades and scenarios and produce evidence suitable for design, optimization or operational decisions.","Protocol, traceable dataset, QC/calibration note, calculation/model, validation evidence, uncertainty statement and technically defensible recommendation."
