id,level,garden,mission_no,title,mission,materials,evidence,success,safety,agrishine
GM-083,Nursery,Sack Garden,3,COUNT AND TELL,"Count something about plants growing in sacks. Work with your teacher or helper, then show what you noticed.","grow sack, plants",top/side position or plant count,I completed the challenge carefully and can tell one thing I discovered.,Do not lift the sack. Follow teacher instructions and school garden safety rules.,Help make the Sack Garden neat and learning-ready by completing one teacher-approved care action.
GM-084,Nursery,Sack Garden,4,SORT THE PLANTS!,"Sort something about plants growing in sacks. Work with your teacher or helper, then show what you noticed.","grow sack, plants",top/side position or plant count,I completed the challenge carefully and can tell one thing I discovered.,Do not lift the sack. Follow teacher instructions and school garden safety rules.,Help make the Sack Garden neat and learning-ready by completing one teacher-approved care action.
GM-085,Nursery,Sack Garden,5,GARDEN NOTICE MISSION,"Notice something about plants growing in sacks. Work with your teacher or helper, then show what you noticed.","grow sack, plants",top/side position or plant count,I completed the challenge carefully and can tell one thing I discovered.,Do not lift the sack. Follow teacher instructions and school garden safety rules.,Help make the Sack Garden neat and learning-ready by completing one teacher-approved care action.
GM-086,Nursery,Sack Garden,6,COMPARE AND TELL,"Compare something about plants growing in sacks. Work with your teacher or helper, then show what you noticed.","grow sack, plants",top/side position or plant count,I completed the challenge carefully and can tell one thing I discovered.,Do not lift the sack. Follow teacher instructions and school garden safety rules.,Help make the Sack Garden neat and learning-ready by completing one teacher-approved care action.
GM-087,Nursery,Sack Garden,7,CARE THE PLANTS!,"Care something about plants growing in sacks. Work with your teacher or helper, then show what you noticed.","grow sack, plants",top/side position or plant count,I completed the challenge carefully and can tell one thing I discovered.,Do not lift the sack. Follow teacher instructions and school garden safety rules.,Help make the Sack Garden neat and learning-ready by completing one teacher-approved care action.
GM-088,Nursery,Sack Garden,8,GARDEN SEARCH MISSION,"Search something about plants growing in sacks. Work with your teacher or helper, then show what you noticed.","grow sack, plants",top/side position or plant count,I completed the challenge carefully and can tell one thing I discovered.,Do not lift the sack. Follow teacher instructions and school garden safety rules.,Help make the Sack Garden neat and learning-ready by completing one teacher-approved care action.
GM-089,Nursery,Sack Garden,9,SHOW AND TELL,"Show something about plants growing in sacks. Work with your teacher or helper, then show what you noticed.","grow sack, plants",top/side position or plant count,I completed the challenge carefully and can tell one thing I discovered.,Do not lift the sack. Follow teacher instructions and school garden safety rules.,Help make the Sack Garden neat and learning-ready by completing one teacher-approved care action.
GM-090,Nursery,Sack Garden,10,DISCOVER THE PLANTS!,"Discover something about plants growing in sacks. Work with your teacher or helper, then show what you noticed.","grow sack, plants",top/side position or plant count,I completed the challenge carefully and can tell one thing I discovered.,Do not lift the sack. Follow teacher instructions and school garden safety rules.,Help make the Sack Garden neat and learning-ready by completing one teacher-approved care action.
GM-091,Nursery,Discovery Garden,1,FIND THE NEW!,"Find something about new garden discoveries. Work with your teacher or helper, then show what you noticed.",garden observation area,"a safe object, pattern or question",I completed the challenge carefully and can tell one thing I discovered.,Ask and explore safely. Follow teacher instructions and school garden safety rules.,Help make the Discovery Garden neat and learning-ready by completing one teacher-approved care action.
GM-092,Nursery,Discovery Garden,2,GARDEN MATCH MISSION,"Match something about new garden discoveries. Work with your teacher or helper, then show what you noticed.",garden observation area,"a safe object, pattern or question",I completed the challenge carefully and can tell one thing I discovered.,Ask and explore safely. Follow teacher instructions and school garden safety rules.,Help make the Discovery Garden neat and learning-ready by completing one teacher-approved care action.
GM-093,Nursery,Discovery Garden,3,COUNT AND TELL,"Count something about new garden discoveries. Work with your teacher or helper, then show what you noticed.",garden observation area,"a safe object, pattern or question",I completed the challenge carefully and can tell one thing I discovered.,Ask and explore safely. Follow teacher instructions and school garden safety rules.,Help make the Discovery Garden neat and learning-ready by completing one teacher-approved care action.
GM-094,Nursery,Discovery Garden,4,SORT THE NEW!,"Sort something about new garden discoveries. Work with your teacher or helper, then show what you noticed.",garden observation area,"a safe object, pattern or question",I completed the challenge carefully and can tell one thing I discovered.,Ask and explore safely. Follow teacher instructions and school garden safety rules.,Help make the Discovery Garden neat and learning-ready by completing one teacher-approved care action.
GM-095,Nursery,Discovery Garden,5,GARDEN NOTICE MISSION,"Notice something about new garden discoveries. Work with your teacher or helper, then show what you noticed.",garden observation area,"a safe object, pattern or question",I completed the challenge carefully and can tell one thing I discovered.,Ask and explore safely. Follow teacher instructions and school garden safety rules.,Help make the Discovery Garden neat and learning-ready by completing one teacher-approved care action.
