ID,Level,Term,Category,Definition,Example_or_Prompt,Garden_Link
NV-0144,Nursery N1-N3,Plant Indicator,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage plant indicator at the Nursery N1-N3 level.",Teacher: 'Can you find or show plant indicator in our garden?',Leaf Garden
NV-0145,Nursery N1-N3,Plant Value,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage plant value at the Nursery N1-N3 level.",Teacher: 'Can you find or show plant value in our garden?',Butterfly Garden
NV-0146,Nursery N1-N3,Plant Change,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage plant change at the Nursery N1-N3 level.",Teacher: 'Can you find or show plant change in our garden?',ReBottle Garden
NV-0147,Nursery N1-N3,Plant Pattern,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage plant pattern at the Nursery N1-N3 level.",Teacher: 'Can you find or show plant pattern in our garden?',MicroGrow Garden
NV-0148,Nursery N1-N3,Plant Comparison,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage plant comparison at the Nursery N1-N3 level.",Teacher: 'Can you find or show plant comparison in our garden?',Mini Table Garden
NV-0149,Nursery N1-N3,Plant Distribution,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage plant distribution at the Nursery N1-N3 level.",Teacher: 'Can you find or show plant distribution in our garden?',Sack Garden
NV-0150,Nursery N1-N3,Plant Performance,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage plant performance at the Nursery N1-N3 level.",Teacher: 'Can you find or show plant performance in our garden?',Discovery Garden
NV-0151,Nursery N1-N3,Plant Quality,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage plant quality at the Nursery N1-N3 level.",Teacher: 'Can you find or show plant quality in our garden?',Alphabet Garden
NV-0152,Nursery N1-N3,Plant Status,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage plant status at the Nursery N1-N3 level.",Teacher: 'Can you find or show plant status in our garden?',Number Garden
NV-0153,Nursery N1-N3,Plant Management,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage plant management at the Nursery N1-N3 level.",Teacher: 'Can you find or show plant management in our garden?',Geometry Garden
NV-0154,Nursery N1-N3,Plant Requirement,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage plant requirement at the Nursery N1-N3 level.",Teacher: 'Can you find or show plant requirement in our garden?',Leaf Garden
NV-0155,Nursery N1-N3,Plant Limit,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage plant limit at the Nursery N1-N3 level.",Teacher: 'Can you find or show plant limit in our garden?',Butterfly Garden
NV-0156,Nursery N1-N3,Plant Target,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage plant target at the Nursery N1-N3 level.",Teacher: 'Can you find or show plant target in our garden?',ReBottle Garden
NV-0157,Nursery N1-N3,Plant Threshold,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage plant threshold at the Nursery N1-N3 level.",Teacher: 'Can you find or show plant threshold in our garden?',MicroGrow Garden
NV-0158,Nursery N1-N3,Plant Efficiency,Plant & Production,A performance measure comparing useful output with the resource or input used for plant.,Teacher: 'Can you find or show plant efficiency in our garden?',Mini Table Garden
NV-0159,Nursery N1-N3,Plant Productivity,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage plant productivity at the Nursery N1-N3 level.",Teacher: 'Can you find or show plant productivity in our garden?',Sack Garden
NV-0160,Nursery N1-N3,Crop Condition,Plant & Production,A crop-production concept used to describe or evaluate crop condition.,Teacher: 'Can you find or show crop condition in our garden?',Discovery Garden
NV-0161,Nursery N1-N3,Crop Response,Plant & Production,A crop-production concept used to describe or evaluate crop response.,Teacher: 'Can you find or show crop response in our garden?',Alphabet Garden
NV-0162,Nursery N1-N3,Crop Measurement,Plant & Production,A crop-production concept used to describe or evaluate crop measurement.,Teacher: 'Can you find or show crop measurement in our garden?',Number Garden
NV-0163,Nursery N1-N3,Crop Record,Plant & Production,A crop-production concept used to describe or evaluate crop record.,Teacher: 'Can you find or show crop record in our garden?',Geometry Garden
NV-0164,Nursery N1-N3,Crop Indicator,Plant & Production,A crop-production concept used to describe or evaluate crop indicator.,Teacher: 'Can you find or show crop indicator in our garden?',Leaf Garden
NV-0165,Nursery N1-N3,Crop Value,Plant & Production,A crop-production concept used to describe or evaluate crop value.,Teacher: 'Can you find or show crop value in our garden?',Butterfly Garden
NV-0166,Nursery N1-N3,Crop Change,Plant & Production,A crop-production concept used to describe or evaluate crop change.,Teacher: 'Can you find or show crop change in our garden?',ReBottle Garden
NV-0167,Nursery N1-N3,Crop Pattern,Plant & Production,A crop-production concept used to describe or evaluate crop pattern.,Teacher: 'Can you find or show crop pattern in our garden?',MicroGrow Garden
NV-0168,Nursery N1-N3,Crop Comparison,Plant & Production,A crop-production concept used to describe or evaluate crop comparison.,Teacher: 'Can you find or show crop comparison in our garden?',Mini Table Garden
NV-0169,Nursery N1-N3,Crop Distribution,Plant & Production,A crop-production concept used to describe or evaluate crop distribution.,Teacher: 'Can you find or show crop distribution in our garden?',Sack Garden
NV-0170,Nursery N1-N3,Crop Performance,Plant & Production,A crop-production concept used to describe or evaluate crop performance.,Teacher: 'Can you find or show crop performance in our garden?',Discovery Garden
NV-0171,Nursery N1-N3,Crop Quality,Plant & Production,A crop-production concept used to describe or evaluate crop quality.,Teacher: 'Can you find or show crop quality in our garden?',Alphabet Garden
NV-0172,Nursery N1-N3,Crop Status,Plant & Production,A crop-production concept used to describe or evaluate crop status.,Teacher: 'Can you find or show crop status in our garden?',Number Garden
NV-0173,Nursery N1-N3,Crop Management,Plant & Production,A crop-production concept used to describe or evaluate crop management.,Teacher: 'Can you find or show crop management in our garden?',Geometry Garden
NV-0174,Nursery N1-N3,Crop Requirement,Plant & Production,A crop-production concept used to describe or evaluate crop requirement.,Teacher: 'Can you find or show crop requirement in our garden?',Leaf Garden
NV-0175,Nursery N1-N3,Crop Limit,Plant & Production,A crop-production concept used to describe or evaluate crop limit.,Teacher: 'Can you find or show crop limit in our garden?',Butterfly Garden
NV-0176,Nursery N1-N3,Crop Target,Plant & Production,A crop-production concept used to describe or evaluate crop target.,Teacher: 'Can you find or show crop target in our garden?',ReBottle Garden
NV-0177,Nursery N1-N3,Crop Threshold,Plant & Production,A crop-production concept used to describe or evaluate crop threshold.,Teacher: 'Can you find or show crop threshold in our garden?',MicroGrow Garden
NV-0178,Nursery N1-N3,Crop Efficiency,Plant & Production,A performance measure comparing useful output with the resource or input used for crop.,Teacher: 'Can you find or show crop efficiency in our garden?',Mini Table Garden
NV-0179,Nursery N1-N3,Crop Productivity,Plant & Production,A crop-production concept used to describe or evaluate crop productivity.,Teacher: 'Can you find or show crop productivity in our garden?',Sack Garden
NV-0180,Nursery N1-N3,Soil Condition,Soil / Growing Medium,"A soil-related property, process or management concept: soil condition.",Teacher: 'Can you find or show soil condition in our garden?',Discovery Garden
NV-0181,Nursery N1-N3,Soil Response,Soil / Growing Medium,"A soil-related property, process or management concept: soil response.",Teacher: 'Can you find or show soil response in our garden?',Alphabet Garden
NV-0182,Nursery N1-N3,Soil Measurement,Soil / Growing Medium,"A soil-related property, process or management concept: soil measurement.",Teacher: 'Can you find or show soil measurement in our garden?',Number Garden
NV-0183,Nursery N1-N3,Soil Record,Soil / Growing Medium,"A soil-related property, process or management concept: soil record.",Teacher: 'Can you find or show soil record in our garden?',Geometry Garden
NV-0184,Nursery N1-N3,Soil Indicator,Soil / Growing Medium,"A soil-related property, process or management concept: soil indicator.",Teacher: 'Can you find or show soil indicator in our garden?',Leaf Garden
NV-0185,Nursery N1-N3,Soil Value,Soil / Growing Medium,"A soil-related property, process or management concept: soil value.",Teacher: 'Can you find or show soil value in our garden?',Butterfly Garden
NV-0186,Nursery N1-N3,Soil Change,Soil / Growing Medium,"A soil-related property, process or management concept: soil change.",Teacher: 'Can you find or show soil change in our garden?',ReBottle Garden
NV-0187,Nursery N1-N3,Soil Pattern,Soil / Growing Medium,"A soil-related property, process or management concept: soil pattern.",Teacher: 'Can you find or show soil pattern in our garden?',MicroGrow Garden
NV-0188,Nursery N1-N3,Soil Comparison,Soil / Growing Medium,"A soil-related property, process or management concept: soil comparison.",Teacher: 'Can you find or show soil comparison in our garden?',Mini Table Garden
NV-0189,Nursery N1-N3,Soil Distribution,Soil / Growing Medium,"A soil-related property, process or management concept: soil distribution.",Teacher: 'Can you find or show soil distribution in our garden?',Sack Garden
NV-0190,Nursery N1-N3,Soil Performance,Soil / Growing Medium,"A soil-related property, process or management concept: soil performance.",Teacher: 'Can you find or show soil performance in our garden?',Discovery Garden
NV-0191,Nursery N1-N3,Soil Quality,Soil / Growing Medium,"A soil-related property, process or management concept: soil quality.",Teacher: 'Can you find or show soil quality in our garden?',Alphabet Garden
NV-0192,Nursery N1-N3,Soil Status,Soil / Growing Medium,"A soil-related property, process or management concept: soil status.",Teacher: 'Can you find or show soil status in our garden?',Number Garden
NV-0193,Nursery N1-N3,Soil Management,Soil / Growing Medium,"A soil-related property, process or management concept: soil management.",Teacher: 'Can you find or show soil management in our garden?',Geometry Garden
NV-0194,Nursery N1-N3,Soil Requirement,Soil / Growing Medium,"A soil-related property, process or management concept: soil requirement.",Teacher: 'Can you find or show soil requirement in our garden?',Leaf Garden
NV-0195,Nursery N1-N3,Soil Limit,Soil / Growing Medium,"A soil-related property, process or management concept: soil limit.",Teacher: 'Can you find or show soil limit in our garden?',Butterfly Garden
NV-0196,Nursery N1-N3,Soil Target,Soil / Growing Medium,"A soil-related property, process or management concept: soil target.",Teacher: 'Can you find or show soil target in our garden?',ReBottle Garden
NV-0197,Nursery N1-N3,Soil Threshold,Soil / Growing Medium,"A soil-related property, process or management concept: soil threshold.",Teacher: 'Can you find or show soil threshold in our garden?',MicroGrow Garden
NV-0198,Nursery N1-N3,Soil Efficiency,Soil / Growing Medium,A performance measure comparing useful output with the resource or input used for soil.,Teacher: 'Can you find or show soil efficiency in our garden?',Mini Table Garden
NV-0199,Nursery N1-N3,Soil Productivity,Soil / Growing Medium,"A soil-related property, process or management concept: soil productivity.",Teacher: 'Can you find or show soil productivity in our garden?',Sack Garden
NV-0200,Nursery N1-N3,Water Condition,Water & Irrigation,"A concept used to describe, measure or manage water within the growing system: water condition.",Teacher: 'Can you find or show water condition in our garden?',Discovery Garden
NV-0201,Nursery N1-N3,Water Response,Water & Irrigation,"A concept used to describe, measure or manage water within the growing system: water response.",Teacher: 'Can you find or show water response in our garden?',Alphabet Garden
NV-0202,Nursery N1-N3,Water Measurement,Water & Irrigation,"A concept used to describe, measure or manage water within the growing system: water measurement.",Teacher: 'Can you find or show water measurement in our garden?',Number Garden
